상품명,상세페이지링크,가격
"디클 클릭북 D14u (Celeron N4100 35.8cm WIN 10 eMMC 64GB m.2 SSD 128GB), 실버, 유선마우스 + 패드",https://www.coupang.com/vp/products/232787159?itemId=739419028&vendorItemId=4867071332,449000
"삼성전자 갤럭시북 이온 노트북 NT930XCR-A58A 아우라 실버 (i5-10210U 33.7cm), NVMe 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1130285839?itemId=2097917453&vendorItemId=70096804333,1545460
"Apple 2020 맥북 에어 13, Gold, 10세대 i5-1.1GHz quad-core, SSD 512GB, 8GB",https://www.coupang.com/vp/products/1395425733?itemId=2430730741&vendorItemId=70424683915,1617000
"LG전자 그램 노트북 17ZD90N-VX30K (10세대 i3-1005G1 43.1cmcm WIN 미포함 Intel UHD Graphics), SSD 256GB, 8GB",https://www.coupang.com/vp/products/1229834250?itemId=2222859117&vendorItemId=70220537732,1310000
"에이수스 비보북 15 라이젠 노트북 R564DA (R7-3700U 8GB SSD 512GB 39.6cm 라데온 Vega 10 Win10 Home), 블루, R7-3700U",https://www.coupang.com/vp/products/1473554098?itemId=2532637417&vendorItemId=70525387577,799000
"레노버 아이디어패드 슬림 S340-14IWL 81N700ARKR 81N7 (I5-8265U 35.5cm WIN미포함 RAM 4GB SSD 128GB), 81N7, ONYX BLACK",https://www.coupang.com/vp/products/310096477?itemId=977545934&vendorItemId=5392782793,709000
"에이수스 젠북14 스크린패드 UX434FLC-A6210T (10세대 코어i5-10210U 35.56cm WIN10) 로얄 블루, 포함, 512GB, 8GB",https://www.coupang.com/vp/products/1067332201?itemId=2014333435&vendorItemId=70014106387,1248780
"레노버 노트북 IdeaPad Slim3-15IML PD 81WB00JAKR (Pantium Gold 6405U 39.624cm WIN미포함 UHD Graphics), 미포함, NVMe 128GB, 4GB",https://www.coupang.com/vp/products/1458357920?itemId=2509765852&vendorItemId=70502829738,397790
"레노버 아이디어패드 노트북 S340-15API(RYZEN7 3700U 8G 39.5cm), 256GB, WIN10 Home, ABYSS BLUE",https://www.coupang.com/vp/products/242407713?itemId=769891377&vendorItemId=4943943251,849000
"에이수스 VivoBook 노트북 인디 블랙 M433IA-EB085(라이젠R5-4500U 35.56cm), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1787011717?itemId=3042518002&vendorItemId=71030566954,649000
"디클 클릭북 D14 (셀러론 N4000 35.8cm WIN10 RAM 4GB eMMC 64GB)+ 키스킨 랜덤 발송 + 유선마우스 + 패드, 핑크",https://www.coupang.com/vp/products/323177971?itemId=1034984453&vendorItemId=5487020433,309000
"레노버 ideapad S340-13IML 5D 노트북 81UM003QKR Platinum Grey(i5-10210U 33.7cm WIN미포함), 미포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1076439253?itemId=2026872228&vendorItemId=70026439873,635300
"HP 파빌리온 게이밍 노트북 15-dk0165TX (i7-9750H 39.6cm GTX1660 Ti), 256GB, 8GB, Free DOS",https://www.coupang.com/vp/products/266986782?itemId=836819971&vendorItemId=5130469346,1199000
"HP 노트북 15s-fq1075TU (i3-1005G1 39.6cm WIN미포함 UHD Graphics), 미포함, NVMe 256GB, 4GB",https://www.coupang.com/vp/products/1423242982?itemId=2462249810&vendorItemId=70455728809,499000
"LG전자 2020 그램 17 노트북 17ZD90N-VX50K (I5-1035G7 43.1cm), NVMe 256GB, 8GB, Free DOS",https://www.coupang.com/vp/products/1176696271?itemId=2057719239&vendorItemId=70056993538,1530400
"삼성전자 갤럭시북 이온 노트북 NT950XCR-A58A 아우라 실버 (i5-10210U 39.6cm), NVMe 256GB + NVMe 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1130284847?itemId=2098033854&vendorItemId=70096918981,1699000
"에이수스 VivoBook X15 노트북 투명실버 X512FA-BQ1607 (i5-10210U 39.624cm), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1717289029?itemId=2922726485&vendorItemId=70911330640,648480
"삼성전자 Flash 노트북 NT530XBB-K24WS 화이트 (펜티엄 실버 N5000 33.7cm), SSD 256GB, 4GB, WIN10 Home",https://www.coupang.com/vp/products/1431681975?itemId=2472800421&vendorItemId=70466186029,768000
"LG전자 울트라 PC 노트북 15UD70N-GX56K 다크실버 (i5-10210U 39.6cm), NVMe 256GB, 8GB, Free DOS",https://www.coupang.com/vp/products/1662963533?itemId=2230258100&vendorItemId=70227859356,900300
"레노버 노트북 Graphite Grey Flex 5 14IIL I5 W10(i5-1035G1 35.5cm WIN10 Home), 포함, 256GB SSD, 8GB",https://www.coupang.com/vp/products/1712679086?itemId=2914710442&vendorItemId=70903389704,899000
"LG전자 울트라PC 17U70N-GA36K (i3-10110U 43.1cm), NVMe 512GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1383141168?itemId=2417655261&vendorItemId=70411889942,1118500
"레노버 Ideapad Slim3-14IIL 5W 노트북 어비스블루 81WD002LKR (i5-1035G4 35.5cm WIN10 Home), 포함, NVMe 256GB, 4GB",https://www.coupang.com/vp/products/1716802660?itemId=2922022165&vendorItemId=70910682629,699000
"삼성전자 갤럭시북 플렉스 노트북 NT930QCG-K58A 로얄 블루 (i5-1035G4 33.7cm), SSD 1TB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1665310269?itemId=2101103671&vendorItemId=70097614799,1942000
"델 Inspiron 15 5590 D001I5590002KR 노트북 플래티넘실버 P88F (10세대 i5-102110U 39.6cm WIN10 MX230 2GB), 포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1159997316?itemId=2136574085&vendorItemId=70135017911,929000
"레노버 노트북 Legion 5-15ARH (라이젠7-4800H 39.6cm GTX 1650), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1731126152?itemId=2946768010&vendorItemId=70935248450,999000
"삼성전자 갤럭시북 플렉스 노트북 NT950QCG-X51SA (i5-1035G4 39.6cm WIN10 Home MX250), 포함, NVMe 512GB, 16GB",https://www.coupang.com/vp/products/1758432937?itemId=2994806695&vendorItemId=70983089975,2112660
"레노버 ThinkBook 15-IIL 20SMA00AKR 노트북 10세대 i3-1005G1 39.6cm WIN미포함, 미포함, NVMe 128GB, 4GB",https://www.coupang.com/vp/products/1690120223?itemId=2878219308&vendorItemId=70867353581,529000
"에이수스 젠북15 스크린패드 UX534FAC-A9121T (10세대 코어i5-10210U 39.62cm WIN10) 로얄 블루, 포함, 512GB, 8GB",https://www.coupang.com/vp/products/1067332174?itemId=2014333395&vendorItemId=70014106355,1149000
"LG전자 울트라PC 노트북 17UD70N-GX76K (i7-10510U 43.1cm UHD Graphics), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1369448178?itemId=2401807720&vendorItemId=70396686034,1357900
"HP 노트북 화이트 15s-fq1008TU (i5-1035G1 39.6cm WIN10 Home), 포함, 256GB SSD, 4GB",https://www.coupang.com/vp/products/1720358475?itemId=2928061979&vendorItemId=70916697127,676000
"MSI GF75 Thin 9SC-i7 파워팩, 32GB, SSD 1TB, WINDOW10PRO",https://www.coupang.com/vp/products/1235533385?itemId=2230064411&vendorItemId=70010107847,1576000
"LG전자 그램 14 노트북 14ZD90N-VX30K 스노우 화이트 (i3-1005G1 35.5cm), NVMe 256GB, 8GB, Free DOS",https://www.coupang.com/vp/products/1229834303?itemId=2166902456&vendorItemId=70165055657,1111100
"레이저 노트북 BLADE 15 Base 9Gen R60 512 RZ09-0300 (i7-9750H 39.62cm GeForce RTX2060), 512GB, 16GB, WIN10 Home",https://www.coupang.com/vp/products/250847502?itemId=791978670&vendorItemId=5009774872,2858570
"HP 엘리트 드래곤플라이 노트북 9JT74PA (I7-8565U 33.7cm WIN10Pro Touch Pen), 포함, SSD 512GB, 16GB",https://www.coupang.com/vp/products/1084839125?itemId=2038680526&vendorItemId=70038075203,1785600
"디클 클릭북 D14 (셀러론 N4000 35.8cm WIN10 RAM 4GB eMMC 64GB)+ 키스킨 랜덤 발송 + 유선마우스 + 패드, 핑크",https://www.coupang.com/vp/products/323177971?itemId=1034984453&vendorItemId=5487020433,309000
"MSI 게이밍 노트북 GF65 Thin 9SEXR (i7-9750H 39.6cm WIN미포함 RTX 2060), 미포함, NVMe 512GB, 8GB",https://www.coupang.com/vp/products/1654069829?itemId=2818063563&vendorItemId=70807554083,1309490
"레노버 아이디어패드 노트북 S340-15API(RYZEN7 3700U 8G 39.5cm), 256GB, WIN10 Home, ABYSS BLUE",https://www.coupang.com/vp/products/242407713?itemId=769891377&vendorItemId=4943943251,849000
"레노버 요가 노트북 C740-15IML Vibe i5 81TD0048KR (i5-10210U 39.6cm WIN10 360도 터치펜 Iron Grey), 포함, 512GB, 16GB",https://www.coupang.com/vp/products/1074247136?itemId=2023678135&vendorItemId=70023313777,1299000
"HP OMEN 게이밍 노트북 15-DC1095TX (i7-9750H 39.6cm WIN10 Home RTX2060 6GB), 포함, NVMe 256GB + HDD 1TB, 16GB",https://www.coupang.com/vp/products/1649497183?itemId=2810452174&vendorItemId=70800005751,2011000
"삼성전자 갤럭시북 이온 NT950XCJ-K78A (i7-10510U 39.6cm), 포함, NVMe 256GB, 16GB",https://www.coupang.com/vp/products/1137914312?itemId=2108232922&vendorItemId=70107045037,1829000
"에이수스 크리에이터X X571GT-BN235T (i5-9300H 39.6cm WIN10 RAM 8GB SSD 512GB GTX1650 4GB), 혼합 색상",https://www.coupang.com/vp/products/334838880?itemId=1068602201&vendorItemId=5555714398,1121200
"삼성전자 갤럭시 북 플렉스 노트북 NT950QCG-X58SA (i5-1035G4 39.6cm WIN10 Home MX250), 포함, NVMe 1TB, 8GB",https://www.coupang.com/vp/products/1369089966?itemId=2401393128&vendorItemId=70396288461,2286290
"LG전자 그램14 노트북 14ZD995-GX50K 스노우 화이트 (i5-10210U 35.5cm), NVMe 256GB, 8GB, Free DOS",https://www.coupang.com/vp/products/1662874472?itemId=2229827817&vendorItemId=70227443287,1159400
"MSI PS42-8RB-i7 노트북 (i7-8550U 35.56cm MX150 2GB), 128GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/183788178?itemId=526285630&vendorItemId=4366309666,1299000
"HP 470 G7 노트북 9VF92PA TPN-I133 (10세대 i5-10210U 43.94cm WIN10 Pro Radeon 530 2GB), 포함, NVMe 256GB + HDD 1TB, 8GB",https://www.coupang.com/vp/products/1357172214?itemId=2387906300&vendorItemId=70383280026,1023580
"레노버 씽크패드 ThinkPd T495s (Ryzen 7 3700U 35.5cm WIN10 Pro RAM 16GB SSD 256GB Radeon Vega10), ThinkPad T495s, Black",https://www.coupang.com/vp/products/340666702?itemId=1084472528&vendorItemId=5589902211,1399000
"LG전자 울트라기어 노트북 15GD890-SX76K (i7-9750H 39.6cm RTX 2060), NVMe 512GB, 8GB, Free DOS",https://www.coupang.com/vp/products/1662892159?itemId=2162892621&vendorItemId=70161085157,1789020
"레노버 YOGA C740-14IML i5 Vibe 노트북 Iron Grey 81TC007BKR (i5-10210U 35.5cm WIN10 Intel UHD Grapics), 포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1149850378?itemId=2123558626&vendorItemId=70122150841,1099000
"레노버 노트북 Legion 5-15ARH (라이젠7-4800H 39.6cm GTX 1650), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1731126152?itemId=2946768010&vendorItemId=70935248450,999000
"MSI 게이밍 노트북 GP65 Leopard 9SD (i7-9750H 39.6cm GTX 1660 Ti), 미포함, NVMe 512GB, 8GB",https://www.coupang.com/vp/products/1690334155?itemId=2878576171&vendorItemId=70867711044,1298960
"화웨이 메이트북 D14 Nbl-WAQ9R (Ryzen 5-3500U 35.56cm WIN10 Home Vega 8), 포함, SSD 512GB, 8GB",https://www.coupang.com/vp/products/1422105528?itemId=2460798876&vendorItemId=70454302008,711530
"한성컴퓨터 노트북 BossMonster XH793RW (i3-9100 43.94cm WIN10 GTX1650), 포함, SSD 250GB, 8GB",https://www.coupang.com/vp/products/1217580171?itemId=2207568702&vendorItemId=70205393244,1009000
"삼성전자 갤럭시북 플렉스 NT930QCG-K716A 로얄 블루 (i7-1065G7 33.7cm), NVMe 1TB, 16GB, WIN10 Home",https://www.coupang.com/vp/products/1665368309?itemId=2098034286&vendorItemId=70096919483,2448000
"삼성전자 2020 갤럭시북 플렉스 NT950QCG-X71SA (i7-1065G7 39.6cm MX250), NVMe 1TB, 16GB, WIN10 Home",https://www.coupang.com/vp/products/1665581980?itemId=2472280392&vendorItemId=70298932323,2599000
"레노버 노트북 Graphite Grey Flex 5 14IIL I5 W10(i5-1035G1 35.5cm WIN10 Home), 포함, 256GB SSD, 8GB",https://www.coupang.com/vp/products/1712679086?itemId=2914710442&vendorItemId=70903389704,899000
"MSI 게이밍 노트북 GL65 9SD (i7-9750H 39.6cm GTX 1660 Ti), 미포함, NVMe 512GB, 8GB",https://www.coupang.com/vp/products/1690334132?itemId=2878576109&vendorItemId=70867711036,1198810
"삼성전자 노트북 Plus NT550XCR-GD5A 플레티넘 티탄 (i5-10210U 39.6cm MX 250) + 삼성에듀 강의 수강, NVMe 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1547699935?itemId=2649412065&vendorItemId=70640323773,1298000
"레노버 노트북 Legion 5-15ARH (라이젠5-4600H 39.6cm WIN10 Pro GTX 1650Ti), 포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1731071191?itemId=2946670237&vendorItemId=70935248418,1063500
"에이수스 비보북 15 라이젠 노트북 R564DA (R7-3700U 8GB SSD 512GB 39.6cm 라데온 Vega 10 Win10 Home), 블루, R7-3700U",https://www.coupang.com/vp/products/1473554098?itemId=2532637417&vendorItemId=70525387577,799000
"[신제품 이벤트] HP 파빌리온 15-cs3154TX, 16GB, SSD 1TB, 포함",https://www.coupang.com/vp/products/1654753530?itemId=2819134924&vendorItemId=70808624913,1276000
"삼성전자 갤럭시북 이온 노트북 NT950XCJ-K38A 아우라 실버 (i3-10110U 39.6cm), NVMe 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1665457225?itemId=2276578002&vendorItemId=70273743148,1389000
"레노버 노트북 YOGA C340-15IIL i7 Pen X 81XJ0020KR (i7-1065G7 39.6cm WIN10 Home IRIS PLUS), 포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1113986863?itemId=2078281452&vendorItemId=70077359145,1009000
"HP 노트북 포세이돈블루 Spectre X360 13-aw0214TU (i7-1065G7 33.7cm WIN10 Home Iris Plus Graphics), 포함, SSD 512GB, 16GB",https://www.coupang.com/vp/products/1270695565?itemId=2275263570&vendorItemId=70272443183,1899000
"MSI 게이밍 노트북 GL65 9SE (i7-9750H 39.624cm RTX2060), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1761933658?itemId=3000884489&vendorItemId=70989134280,1299000
"레노버 노트북 IdeaPad Slim3-15IML PD 81WB00JAKR (Pantium Gold 6405U 39.624cm WIN미포함 UHD Graphics), 미포함, NVMe 128GB, 4GB",https://www.coupang.com/vp/products/1458357920?itemId=2509765852&vendorItemId=70502829738,397790
"MSI 노트북 GF63 Thin 10SCXR 279 (i7-10750H 39.624cm GTX1650), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1757728463?itemId=2993574613&vendorItemId=70981867194,1074260
"에이수스 젠북14 스크린패드 UX434FLC-A6212T (10세대 코어i5-10210U 35.56cm WIN10) 아이시클 실버, 포함, 512GB, 8GB",https://www.coupang.com/vp/products/1067332095?itemId=2014333269&vendorItemId=70014106219,1232880
"레노버 노트북 Gaming 3i-15IMH I7 LEGEND PRO W10 (i7-1075H 39.6cm WIN10 Home GTX 1650Ti), 포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1713342224?itemId=2915789326&vendorItemId=70904438220,1199000
"아이뮤즈 스톰북 14 노트북 아이뮤즈 스톰북 14 + SSD 128GB (샐러론 N3350 36cm WIN10 RAM 4GB 64GB) + MS오피스, 포함, 64GB + SSD 128GB",https://www.coupang.com/vp/products/1252047842?itemId=2251644965&vendorItemId=70249014873,363000
"에이서 니트로5 노트북 AN515-55-781T (i7-10750H 39.6cm GTX 1660 Ti ), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1816322305?itemId=3091153570&vendorItemId=71078983722,1275580
"마이크로스프트 서피스고2 노트북 라이트차콜 (Intel Core m3 26.6cm WIN10 Home S HD Graphics615 LTE), 포함, SSD 128GB, 8GB",https://www.coupang.com/vp/products/1630863889?itemId=2781785544&vendorItemId=70771536710,1140450
"HP Spectre X360 13 노트북 나이트 블랙 13-aw0265TU(10세대 i7-1065G7 33.78cm WIN10 Home), 포함, NVMe 512GB, 16GB",https://www.coupang.com/vp/products/1662782055?itemId=2833102260&vendorItemId=70822520966,1949000
"삼성전자 갤럭시북 S WiFi 노트북 Earth Gold NT767XCM-K58 (i5-L16G7 33.7cm WIN10 Home) + 파우치 + 한컴오피스 2020, 포함, eUFS 256GB, 8GB",https://www.coupang.com/vp/products/1796301203?itemId=3055968097&vendorItemId=71043963831,1248000
"마이크로스프트 서피스고2 노트북 포피레드 (Intel Core m3 26.6cm WIN10 Home S HD Graphics615 LTE), 포함, SSD 128GB, 8GB",https://www.coupang.com/vp/products/1630863814?itemId=2781785476&vendorItemId=70771536625,1140450
"레노버 노트북 ideapad Slim3-14IML 81WA004EKR PLATINUM GREYI (intel core GOLD 6405U 35cm UHD), 미포함, NVMe 128GB, 4GB",https://www.coupang.com/vp/products/1688684094?itemId=2875930173&vendorItemId=70865081319,367000
"레노버 씽크패드 요가북 노트북 L13 Yoga-S00E (10세대 i5-10210U 33.7cm WIN10), 포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1122827523?itemId=2088694533&vendorItemId=70087699399,1229000
"레노버 노트북 8th ThinkPad X1 CARBON-20U9000QKR (i5-10210U 35.5cm WIN10 Home), 포함, NVMe 256GB, 16GB",https://www.coupang.com/vp/products/1731511290?itemId=2947449966&vendorItemId=70935997743,1849000
"마이크로소프트 서피스 프로7 노트북 매트 블랙 PUV-00023 (10세대 i5-1035G4 31.2cm WIN10) 지문인식 블랙 타입커버 세트, 포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1114811083?itemId=2079445654&vendorItemId=70078509169,1899000
"마이크로스프트 서피스고2 노트북 블랙 (Intel Core m3 26.6cm WIN10 Home S HD Graphics615 LTE), 포함, SSD 128GB, 8GB",https://www.coupang.com/vp/products/1630863886?itemId=2781785541&vendorItemId=70771536711,1108000
"레이저 BLADE Pro 17 노트북 9Gen R80 512 240Hz (i7-9750H 43.94cm WIN10 RTX2080 Max-Q), 포함, SSD 512GB, 16GB",https://www.coupang.com/vp/products/1130847734?itemId=2098696814&vendorItemId=70097573835,4440000
"레노버 아이디어패드 슬림 S340-14IWL 81N700ARKR 81N7 (I5-8265U 35.5cm WIN미포함 RAM 4GB SSD 128GB), 81N7, ONYX BLACK",https://www.coupang.com/vp/products/310096477?itemId=977545934&vendorItemId=5392782793,709000
"LG전자 2020 그램15 노트북 15ZD995-VX50K (i5-10210U 39.6cm), NVMe 256GB, 8GB, Free DOS",https://www.coupang.com/vp/products/1665029204?itemId=2250200298&vendorItemId=70247583821,1357900
"에이수스 젠북14 노트북 아이시클실버 UX434FLC-A6427T (i5-10210U 35.56cm WIN10 Home MX 250), 포함, NVMe 512GB, 16GB",https://www.coupang.com/vp/products/1717438269?itemId=2922967169&vendorItemId=70911520254,1249000
"삼성전자 갤럭시북 플렉스 NT950QCT-A58SA 로얄실버 (i5-1035G4 39.6cm), NVMe 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1357503348?itemId=2388340912&vendorItemId=70383817081,1850000
"레노버 LEGION 노트북 Y540-15IRH i5 EDITION PRO 144Hz W10 (i5-9300HF 39.6cm WIN10 Home GTX 1600Ti), 포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1731774501?itemId=2947882763&vendorItemId=70936544002,1024800
"HP 470 G7 노트북 9VA45PA TPN-I133 (10세대 i7-10510U 43.94cm WIN10 Pro Radeon 530 2GB), 포함, NVMe 256GB + HDD 1TB, 16GB",https://www.coupang.com/vp/products/1357138125?itemId=2387847205&vendorItemId=70383280090,1197790
"레노버 요가 노트북 C740-14IML Vibe i7 (i7-10510U 39.6cm WIN10 360도 터치펜 Iron Grey), 포함, 512GB, 16GB",https://www.coupang.com/vp/products/1074247734?itemId=2023678870&vendorItemId=70023313898,1315060
"한성컴퓨터 BossMonster ULTRAW 노트북 ES58K (i5-8300H 39.6cm GTX1060), 240GB, 8GB, Free DOS",https://www.coupang.com/vp/products/154706973?itemId=446030315&vendorItemId=4104543472,899000
"HP 노트북 15s-eq0079AU, 4GB, SSD 1TB, 미포함",https://www.coupang.com/vp/products/1601786630?itemId=2735913211&vendorItemId=70726012050,596000
"레노버 노트북 ThinkBook 14s-IML 20RSA001KR (i7-10510U 35.5cm WIN10 Home Radeon 630), 포함, NVMe 256GB, 16GB",https://www.coupang.com/vp/products/1620643570?itemId=2765565162&vendorItemId=70755435260,1067700
"마이크로소프트 서피스 프로 7 플래티넘 VDH-00008 (10세대 i3-1005G1 31.2cm 지문인식 블랙타입커버 세트), 포함, SSD 128GB, 4GB",https://www.coupang.com/vp/products/1115062214?itemId=2079784767&vendorItemId=70078844559,1214000
"삼성전자 갤럭시북 플렉스 노트북 NT950QCG-X51SA (i5-1035G4 39.6cm WIN10 Home MX250), 포함, NVMe 512GB, 16GB",https://www.coupang.com/vp/products/1758432937?itemId=2994806695&vendorItemId=70983089975,2112660
"에이수스 VivoBook 노트북 인디 블랙 M433IA-EB085(라이젠R5-4500U 35.56cm), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1787011717?itemId=3042518002&vendorItemId=71030566954,649000
"Apple 2019년 맥북 프로 터치바 16, 실버, i7-2.6GHz 6-core, SSD 512GB, 32GB",https://www.coupang.com/vp/products/1066005124?itemId=2288954527&vendorItemId=70285984293,3680000
"레노버 ThinkBook 15-IIL 노트북 미네랄 그레이 20SMA00CKR (10세대 i7-1065G7 39.6cm WIN 10 Pro), 포함, NVMe 512GB, 16GB",https://www.coupang.com/vp/products/1690120187?itemId=2878219259&vendorItemId=70867353512,1199000
"마이크로소프트 서피스랩탑2 LQQ-00021 (8세대 i7 34.29cm), 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/219637375?itemId=682429113&vendorItemId=4754618065,1890500
"엠피지오 ARES14, 4GB, 내장메모리 64GB, 포함",https://www.coupang.com/vp/products/1524657595?itemId=2615984428&vendorItemId=70607019404,239000
"Apple 2020 맥북 에어 13, Silver, 10세대 i5-1.1GHz quad-core, SSD 512GB, 8GB",https://www.coupang.com/vp/products/1395425733?itemId=2430730753&vendorItemId=70424683927,1658000
"한성컴퓨터 노트북 BossMonster RX5065T (Ryzen5-3600 39.62cm WIN미포함 GTX1660Ti), 미포함, NVMe 250GB, 8GB",https://www.coupang.com/vp/products/1662293535?itemId=2832211552&vendorItemId=70821636504,1099000
"한성컴퓨터 노트북 TFG156SEW (i7-8750H 39.62 cm WIN10 8G SSD240G), 혼합 색상",https://www.coupang.com/vp/products/168480665?itemId=482295990&vendorItemId=4212995584,1379000
"MSI 게이밍 노트북 GL65 9SD (i7-9750H 39.624cm GTX1660Ti), 미포함, NVMe 512GB, 8GB",https://www.coupang.com/vp/products/1761933812?itemId=3000884755&vendorItemId=70989134657,1199000
"레노버 아이디어패드 노트북 플래티넘그레이 S340-13IML 3D (10세대 i3-10110U 33.7cm WIN미포함), 미포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1237214693?itemId=2232414583&vendorItemId=70229999370,556640
"디클 클릭북 D17 (셀러론 J4105 43.9cm WIN10 RAM 8GB SSD 128GB 키스킨 랜덤 색상), 화이트",https://www.coupang.com/vp/products/330528361?itemId=1056340924&vendorItemId=5529300314,522900
"헬리오스 JDL 15Z Gen9 1650 (i7 9750H RAM 8G NVMe SSD 256G GTX1650 4G 슬림베젤 WIN미포함), 헬리오스 15Z Gen9 1650, 혼합 색상",https://www.coupang.com/vp/products/341619983?itemId=1087270842&vendorItemId=5595716781,1123580
"HP 노트북 15s-eq0079AU, 4GB, SSD 1TB, 미포함",https://www.coupang.com/vp/products/1601786630?itemId=2735913211&vendorItemId=70726012050,596000
"에이수스 노트북 X409MA-EB098 (셀러론 N4000 35.56cm), 미포함, NVMe 256GB, 4GB",https://www.coupang.com/vp/products/1689550275?itemId=2877314593&vendorItemId=70866457179,329000
"LG전자 2020 그램17 노트북 17Z90N-VA7BK (i7-1065G7 43.1cm), NVMe 256GB, 8GB, WIN10 Home",https://www.coupang.com/vp/products/1665078133?itemId=2058171807&vendorItemId=70057439828,1798600
"레노버 아이디어패드 슬림 S340-14IWL 81N700ARKR 81N7 (I5-8265U 35.5cm WIN미포함 RAM 4GB SSD 128GB), 81N7, ONYX BLACK",https://www.coupang.com/vp/products/310096477?itemId=977545934&vendorItemId=5392782793,709000
"벨킨 USB C타입 노트북 멀티미디어 허브 F4U092btSGY, 혼합 색상",https://www.coupang.com/vp/products/230241825?itemId=730164606&vendorItemId=4846424801,118900
"에이수스 VivoBook 노트북 인디 블랙 M433IA-EB085(라이젠R5-4500U 35.56cm), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1787011717?itemId=3042518002&vendorItemId=71030566954,649000
"Apple 2020 맥북 에어 13, Gold, 10세대 i3-1.1GHz dual-core, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1395425733?itemId=2430730758&vendorItemId=70424683932,1213400
"한성컴퓨터 노트북 TFG257W (i7-8750H 39.62cm WIN10 RTX 2070 8GB), 포함, SSD 500GB, 16GB",https://www.coupang.com/vp/products/1105406819?itemId=2066690551&vendorItemId=70065868369,1929000
"HP 노트북 15s-eq0079AU, 4GB, SSD 512GB, 미포함",https://www.coupang.com/vp/products/1601786630?itemId=2735913210&vendorItemId=70726012036,546000
"한성컴퓨터 노트북 TFG156SEW (i7-8750H 39.62 cm WIN10 8G SSD240G), 혼합 색상",https://www.coupang.com/vp/products/168480665?itemId=482295990&vendorItemId=4212995584,1379000
"Apple 2019년 맥북 프로 터치바 13, 스페이스 그레이, i5-2.4GHz quad-core, SSD 256GB, 8GB",https://www.coupang.com/vp/products/241092251?itemId=766765681&vendorItemId=4934929345,1965760
"삼성전자 갤럭시북 플렉스 노트북 NT950QCG-X51SA (i5-1035G4 39.6cm WIN10 Home MX250), 포함, NVMe 512GB, 16GB",https://www.coupang.com/vp/products/1758432937?itemId=2994806695&vendorItemId=70983089975,2112660
"HP Spectre x360 Convertible 13 노트북 나이트폴블랙 aw0266TU (i7-1065G7 33.78cm WIN10 Home), 포함, NVMe 1TB, 16GB",https://www.coupang.com/vp/products/1689957787?itemId=2877980457&vendorItemId=70867121478,2268890
"에이수스 VivoBook X15 노트북 투명실버 X512FA-BQ1607 (i5-10210U 39.624cm), 미포함, NVMe 256GB, 8GB",https://www.coupang.com/vp/products/1717289029?itemId=2922726485&vendorItemId=70911330640,648480
"에이수스 젠북 프로듀오 UX581GV-H2003TS (인텔 코어 i7-9750H 39.6cm 4K UHD OLED 터치스크린 32GB RAM NVMe 1TB RTX2060 WIN10), UX581G, 셀레스티얼 블루",https://www.coupang.com/vp/products/341543954?itemId=1086994425&vendorItemId=5595212835,3621100
"삼성전자 노트북7 Force NT760XBV-G58A (i5-8265U 39.6cm GTX1650), NVMe 256GB + HDD 500GB, 8GB + 8GB, Linux",https://www.coupang.com/vp/products/242636932?itemId=2236502268&vendorItemId=70234016502,1398990
"델 Inspiron 15 5590 D001I5590002KR 노트북 플래티넘실버 P88F (10세대 i5-102110U 39.6cm WIN10 MX230 2GB), 포함, SSD 256GB, 8GB",https://www.coupang.com/vp/products/1159997316?itemId=2136574085&vendorItemId=70135017911,929000
